titratable_acidity,fat_milk_over_100mg_,pH_sour_milk_initial,streptococcus_strain_,lactobacillus_strain_,minimum_milk_proteins,ideal_temperature_c,quality_product
1.165,3.1757,4.577,4.05,4.024,2.554,41.527,Low fat yogurt
1.033,2.369,4.552,4.755,4.187,2.416,40.538,Low fat yogurt
1.104,3.2243,4.542,4.962,4.801,2.582,41.973,Low fat yogurt
0.991,3.9121,4.554,5.423,5.007,2.64,41.743,Regular yogurt
1.176,1.9823,4.531,5.08,5.178,2.466,41.204,Low fat yogurt
1.163,2.9002,4.498,5.51,5.035,2.499,41.084,Low fat yogurt
1.021,3.5056,4.476,4.801,4.985,2.551,41.546,Regular yogurt
1.032,3.7835,4.535,5.073,4.57,2.538,40.776,Regular yogurt
1.128,3.5741,4.463,5.301,5.011,2.43,41.935,Regular yogurt
1.024,1.3901,4.579,4.564,5.831,2.496,40.329,Low fat yogurt
1.16,2.1509,4.447,5.665,4.067,2.469,41.714,Low fat yogurt
1.059,3.9875,4.521,5.391,4.189,2.507,41.268,Regular yogurt
1.081,1.3969,4.494,4.746,5.702,2.61,40.259,Low fat yogurt
0.963,1.9253,4.542,4.209,4.909,2.573,41.578,Low fat yogurt
1.184,1.7817,4.404,5.971,4.367,2.511,41.06,Low fat yogurt
0.996,2.3292,4.561,5.741,5.395,2.466,41.109,Low fat yogurt
0.998,2.5796,4.47,5.666,4.722,2.61,41.961,Low fat yogurt
1.141,1.7797,4.456,5.493,5.61,2.657,41.602,Low fat yogurt
0.951,1.5634,4.479,5.957,4.23,2.522,41.863,Low fat yogurt
1.034,3.3641,4.484,4.424,5.775,2.682,41.051,Regular yogurt
1.113,3.9951,4.503,5.977,4.329,2.469,41.169,Regular yogurt
0.963,2.1758,4.477,4.829,5.155,2.488,41.331,Low fat yogurt
1.064,2.5644,4.453,5.629,4.033,2.482,41.507,Low fat yogurt
0.978,3.9594,4.495,4.101,4.155,2.58,40.576,Regular yogurt
1.013,3.5261,4.507,5.973,5.357,2.63,41.27,Regular yogurt
1.061,1.1034,4.556,5.414,5.282,2.65,41.667,Low fat yogurt
0.97,1.4827,4.497,4.163,4.539,2.585,40.75,Low fat yogurt
0.967,3.4601,4.551,4.987,4.222,2.458,41.493,Regular yogurt
0.995,3.5311,4.478,4.49,5.845,2.603,41.725,Regular yogurt
1.009,1.9295,4.415,5.599,5.491,2.699,40.235,Low fat yogurt
1.158,1.9931,4.51,5.428,5.103,2.538,41.694,Low fat yogurt
1.163,3.855,4.465,5.316,5.63,2.56,40.572,Regular yogurt
1.061,3.8238,4.558,5.511,4.156,2.675,40.835,Regular yogurt
1.019,3.5071,4.436,4.589,5.025,2.605,41.962,Regular yogurt
1.017,2.6457,4.469,4.952,5.583,2.429,41.623,Low fat yogurt
1.123,3.16,4.496,5.283,5.8,2.558,41.278,Low fat yogurt
1.067,1.0279,4.564,5.871,4.136,2.542,40.443,Non fat yogurt
1.171,1.1152,4.555,5.146,5.941,2.515,41.608,Low fat yogurt
1.126,1.333,4.512,4.6,5.733,2.528,41.274,Low fat yogurt
1.117,2.7821,4.474,5.884,5.248,2.571,40.947,Low fat yogurt
1.003,3.8148,4.423,4.773,5.497,2.518,41.955,Regular yogurt
1.142,2.8762,4.423,4.445,4.888,2.436,40.639,Low fat yogurt
1.022,3.663,4.54,5.463,5.874,2.654,41.393,Regular yogurt
1.05,1.0967,4.461,5.264,5.725,2.692,40.928,Non fat yogurt
1.168,1.8219,4.563,5.184,5.578,2.557,41.122,Low fat yogurt
1.116,2.6351,4.411,5.101,5.793,2.589,41.142,Low fat yogurt
1.074,1.9527,4.465,5.665,4.604,2.597,40.964,Low fat yogurt
1.044,1.1509,4.438,5.403,5.191,2.563,40.463,Low fat yogurt
1.095,3.8444,4.45,4.94,5.33,2.47,41.859,Regular yogurt
1.158,3.8248,4.565,4.658,5.292,2.527,40.397,Regular yogurt
1.041,1.2414,4.448,5.654,5.718,2.699,40.822,Low fat yogurt
0.971,3.7839,4.454,5.453,4.863,2.695,41.051,Regular yogurt
0.985,2.164,4.586,5.279,5.301,2.542,40.92,Low fat yogurt
1.002,2.631,4.412,4.334,5.415,2.51,40.939,Low fat yogurt
1.149,1.1993,4.436,5.409,5.394,2.445,40.839,Low fat yogurt
1.109,3.3211,4.575,4.501,4.322,2.521,41.181,Regular yogurt
1.033,2.7216,4.488,4.733,4.763,2.696,40.992,Low fat yogurt
1.018,3.3688,4.521,4.978,5.857,2.695,40.582,Regular yogurt
1.076,3.8827,4.417,5.387,4.072,2.588,40.747,Regular yogurt
1.1,1.2082,4.596,5.181,4.128,2.504,41.233,Low fat yogurt
1.027,3.0237,4.446,4.422,4.605,2.48,41.861,Low fat yogurt
1.128,3.9979,4.452,5.093,4.852,2.657,40.934,Regular yogurt
1.011,1.6374,4.576,4.826,4.968,2.64,41.69,Low fat yogurt
1.157,1.9539,4.497,4.961,5.327,2.661,40.974,Low fat yogurt
1.057,2.5331,4.448,5.194,5.09,2.449,41.561,Low fat yogurt
1.076,3.2959,4.456,4.055,5.85,2.686,41.923,Regular yogurt
1.049,1.0697,4.43,5.711,4.494,2.461,41.276,Non fat yogurt
1.052,1.3615,4.523,5.006,5.005,2.533,40.307,Low fat yogurt
1.092,1.0576,4.493,5.329,5.988,2.438,40.778,Non fat yogurt
0.959,3.5639,4.529,5.478,4.699,2.436,40.899,Regular yogurt
1.18,1.7094,4.474,5.578,4.057,2.67,40.684,Low fat yogurt
1.066,2.1498,4.537,4.117,4.234,2.555,40.249,Low fat yogurt
1.1,1.307,4.408,4.08,4.658,2.533,41.032,Low fat yogurt
1.113,1.9462,4.592,4.999,5.861,2.563,41.464,Low fat yogurt
1.048,2.6149,4.572,4.211,4.735,2.419,40.128,Low fat yogurt
1.037,3.4454,4.46,5.851,5.039,2.444,40.712,Regular yogurt
1.077,1.9003,4.428,5.733,5.008,2.453,40.096,Low fat yogurt
1.045,2.6531,4.529,5.144,5.486,2.585,41.733,Low fat yogurt
1.006,2.7035,4.403,5.379,5.732,2.595,41.877,Low fat yogurt
0.972,2.0636,4.548,5.863,4.845,2.6,40.685,Low fat yogurt
1.106,2.5118,4.487,4.565,4.486,2.485,40.194,Low fat yogurt
0.973,3.6328,4.48,4.356,5.446,2.533,40.288,Regular yogurt
0.979,2.438,4.42,5.847,4.488,2.673,40.507,Low fat yogurt
1.167,3.2955,4.478,4.243,5.78,2.487,41.212,Regular yogurt
1.035,2.9313,4.475,4.48,5.009,2.566,40.926,Low fat yogurt
1.162,1.5221,4.547,5.866,4.243,2.666,40.903,Low fat yogurt
1.087,1.0185,4.456,4.692,4.124,2.664,40.383,Non fat yogurt
0.957,3.1338,4.576,4.032,5.766,2.66,41.737,Low fat yogurt
0.952,3.2082,4.492,4.268,4.199,2.687,41.482,Low fat yogurt
1.099,3.8126,4.462,5.276,5.317,2.68,40.826,Regular yogurt
1.08,3.7834,4.529,4.335,5.644,2.446,40.958,Regular yogurt
0.994,1.2299,4.445,5.565,4.495,2.586,41.734,Low fat yogurt
1.007,3.1222,4.425,5.818,5.893,2.529,41.611,Low fat yogurt
1.155,3.6103,4.524,5.22,4.527,2.611,40.89,Regular yogurt
1.029,2.1081,4.426,5.212,5.652,2.621,41.337,Low fat yogurt
1.065,2.6402,4.537,4.677,4.226,2.672,40.662,Low fat yogurt
1.174,1.9567,4.418,4.556,4.428,2.632,40.644,Low fat yogurt
1.19,1.1118,4.481,5.092,5.312,2.596,40.725,Low fat yogurt
1.005,3.4813,4.473,5.289,5.549,2.491,41.644,Regular yogurt
0.966,3.2307,4.403,4.012,4.84,2.523,40.345,Low fat yogurt
0.981,2.5173,4.443,4.762,5.683,2.573,40.163,Low fat yogurt
1.161,3.8292,4.484,4.798,5.425,2.592,41.543,Regular yogurt
1.068,1.9928,4.596,5.971,4.704,2.61,40.773,Low fat yogurt
0.968,2.0775,4.486,4.754,5.852,2.674,40.399,Low fat yogurt
0.996,1.487,4.509,4.495,5.412,2.591,40.127,Low fat yogurt
1.02,1.9297,4.451,4.626,5.484,2.533,40.134,Low fat yogurt
0.961,3.6927,4.49,4.707,4.751,2.641,41.268,Regular yogurt
1.157,1.9924,4.405,4.683,4.834,2.435,41.681,Low fat yogurt
1.045,1.2885,4.472,5.266,4.435,2.631,40.675,Low fat yogurt
1.136,1.9377,4.487,4.285,5.806,2.465,40.027,Low fat yogurt
0.969,3.4247,4.568,5.755,5.213,2.485,40.551,Regular yogurt
0.953,1.3234,4.556,4.481,4.065,2.574,40.628,Low fat yogurt
1.14,3.8712,4.509,4.65,5.464,2.524,41.77,Regular yogurt
1.024,2.4474,4.527,5.653,4.166,2.576,41.067,Low fat yogurt
1.159,1.27,4.463,5.113,5.146,2.515,40.568,Low fat yogurt
0.979,1.8918,4.477,5.58,4.004,2.45,40.119,Low fat yogurt
1.117,2.3163,4.432,4.012,5.036,2.618,40.033,Low fat yogurt
1.131,1.4595,4.492,4.589,4.268,2.639,41.42,Low fat yogurt
1.004,2.5109,4.502,4.985,5.528,2.518,41.354,Low fat yogurt
1.109,2.0389,4.594,5.151,4.573,2.613,41.038,Low fat yogurt
0.954,1.5295,4.598,5.709,5.521,2.454,41.73,Low fat yogurt
1.07,2.7314,4.486,4.072,4.27,2.625,40.624,Low fat yogurt
1.022,1.7303,4.549,5.24,4.778,2.441,41.179,Low fat yogurt
1.066,3.6321,4.458,4.835,5.811,2.639,41.606,Regular yogurt
0.979,2.6108,4.445,4.981,5.925,2.461,40.678,Low fat yogurt
0.991,1.2991,4.407,4.761,4.651,2.521,41.257,Low fat yogurt
1.155,3.7822,4.533,4.93,4.219,2.622,41.692,Regular yogurt
1.087,3.3956,4.474,4.283,5.331,2.658,41.2,Regular yogurt
1.078,2.7617,4.422,4.164,5.279,2.63,40.973,Low fat yogurt
0.988,1.9853,4.537,5.182,4.894,2.515,40.649,Low fat yogurt
1.001,3.8202,4.53,5.977,5.709,2.619,40.985,Regular yogurt
1.181,2.8434,4.434,5.365,4.287,2.628,41.699,Low fat yogurt
1.162,1.131,4.447,5.726,4.741,2.555,40.202,Low fat yogurt
0.954,2.5445,4.445,4.592,5.898,2.608,40.505,Low fat yogurt
1.029,2.5609,4.453,4.948,4.267,2.589,40.114,Low fat yogurt
1.083,3.5899,4.523,4.861,4.478,2.478,40.261,Regular yogurt
0.96,2.9542,4.568,5.074,4.945,2.584,40.948,Low fat yogurt
1.054,3.9353,4.555,4.199,4.204,2.64,40.248,Regular yogurt
1.106,1.0642,4.535,4.046,5.377,2.687,40.054,Non fat yogurt
0.988,3.8597,4.554,4.404,5.406,2.672,41.456,Regular yogurt
0.973,1.8701,4.439,4.915,5.033,2.624,40.414,Low fat yogurt
1.024,3.477,4.44,5.694,4.945,2.507,40.919,Regular yogurt
1.034,1.3542,4.486,4.008,5.289,2.532,40.333,Low fat yogurt
0.981,2.6582,4.572,4.456,5.008,2.625,41.945,Low fat yogurt
1.111,2.4127,4.402,4.051,5.965,2.583,40.021,Low fat yogurt
1.123,3.4308,4.419,4.285,5.873,2.62,40.504,Regular yogurt
0.997,1.6445,4.525,5.72,5.412,2.411,40.147,Low fat yogurt
1.069,1.6213,4.453,5.252,4.854,2.688,40.646,Low fat yogurt
0.997,3.6213,4.588,4.364,4.345,2.457,40.845,Regular yogurt
1.069,3.8941,4.497,5.576,5.88,2.614,41.937,Regular yogurt
0.991,1.8461,4.403,5.78,5.035,2.626,41.742,Low fat yogurt
1.083,3.376,4.573,4.773,4.568,2.622,41.439,Regular yogurt
1.099,3.7888,4.599,4.937,4.816,2.677,40.079,Regular yogurt
1.076,2.6699,4.445,4.164,4.812,2.663,41.217,Low fat yogurt
1.084,3.8219,4.561,5.142,5.094,2.519,40.212,Regular yogurt
1.087,2.8515,4.521,5.309,5.826,2.507,41.505,Low fat yogurt
0.991,2.0933,4.492,4.12,5.001,2.509,41.582,Low fat yogurt
1.098,3.1872,4.478,4.062,4.956,2.627,40.593,Low fat yogurt
1.083,1.7403,4.408,4.261,5.025,2.418,40.295,Low fat yogurt
1.002,1.9184,4.454,4.671,4.025,2.51,41.284,Low fat yogurt
0.999,1.5056,4.541,4.185,4.842,2.499,40.791,Low fat yogurt
1.179,3.0812,4.407,5.621,4.514,2.675,41.332,Low fat yogurt
1.021,1.3255,4.475,4.275,4.76,2.522,41.073,Low fat yogurt
1.087,2.4484,4.575,5.723,5.729,2.469,40.076,Low fat yogurt
1.094,1.4713,4.49,4.697,4.162,2.447,41.288,Low fat yogurt
1.094,1.4961,4.518,5.798,4.046,2.545,41.9,Low fat yogurt
1.087,2.1804,4.451,4.456,4.761,2.566,40.475,Low fat yogurt
1.141,1.3391,4.496,5.798,5.006,2.57,41.683,Low fat yogurt
1.15,3.2065,4.419,4.992,5.366,2.685,41.127,Low fat yogurt
1.075,2.9784,4.588,4.794,5.152,2.476,40.648,Low fat yogurt
0.976,2.3425,4.473,4.756,5.713,2.601,41.41,Low fat yogurt
1.062,3.9852,4.545,5.53,5.595,2.639,41.227,Regular yogurt
0.993,3.8308,4.431,5.415,4.089,2.477,40.38,Regular yogurt
1.171,2.4989,4.534,5.785,4.125,2.658,41.134,Low fat yogurt
0.969,3.741,4.455,5.331,4.044,2.542,41.731,Regular yogurt
1.026,2.9934,4.53,5.392,5.215,2.495,41.927,Low fat yogurt
1.111,3.8856,4.424,4.381,4.604,2.513,41.986,Regular yogurt
1.057,2.9034,4.512,5.534,4.038,2.642,40.525,Low fat yogurt
1.029,1.5608,4.483,5.643,5.468,2.619,40.543,Low fat yogurt
1.064,3.7851,4.408,4.469,4.729,2.537,41.962,Regular yogurt
1.159,3.7875,4.544,4.017,5.656,2.533,41.341,Regular yogurt
1.084,1.7942,4.588,5.314,4.455,2.493,41.103,Low fat yogurt
1.015,2.1505,4.569,4.902,4.913,2.426,41.17,Low fat yogurt
1.13,1.2048,4.42,4.487,4.875,2.606,41.478,Low fat yogurt
1.163,1.766,4.435,4.129,5.429,2.516,40.024,Low fat yogurt
1.024,1.4078,4.456,4.14,5.932,2.69,41.446,Low fat yogurt
1.059,3.8526,4.56,4.922,4.317,2.633,40.723,Regular yogurt
0.977,3.8934,4.439,4.67,4.527,2.663,41.984,Regular yogurt
1.081,2.3632,4.529,5.529,5.878,2.675,40.505,Low fat yogurt
0.996,3.9568,4.405,5.885,4.173,2.564,41.865,Regular yogurt
1.004,3.5054,4.457,4.688,4.272,2.69,40.867,Regular yogurt
0.964,1.7053,4.47,4.243,4.872,2.585,41.925,Low fat yogurt
1.072,3.4776,4.49,4.954,4.225,2.595,41.857,Regular yogurt
1.137,3.0279,4.407,5.417,4.402,2.572,40.964,Low fat yogurt
1.179,2.6003,4.426,4.541,5.192,2.52,40.906,Low fat yogurt
0.957,3.7275,4.51,5.907,5.438,2.619,40.904,Regular yogurt
1.092,3.9225,4.43,4.845,4.41,2.566,40.069,Regular yogurt
0.997,3.9986,4.595,5.096,4.185,2.584,41.893,Regular yogurt
0.955,3.3226,4.418,5.786,5.789,2.61,41.277,Regular yogurt
1.076,3.3597,4.419,5.494,4.029,2.474,40.798,Regular yogurt
1.152,1.7042,4.523,4.378,4.446,2.615,41.813,Low fat yogurt
0.951,1.3333,4.513,5.891,5.588,2.506,41.747,Low fat yogurt
1.11,2.1021,4.554,4.694,4.636,2.543,41.155,Low fat yogurt
1.168,2.6758,4.41,5.668,4.034,2.568,40.172,Low fat yogurt
1.026,1.7342,4.47,5.643,4.832,2.422,41.319,Low fat yogurt
1.04,1.526,4.477,5.488,5.905,2.61,40.976,Low fat yogurt
1.19,3.0842,4.461,4.517,5.095,2.607,40.182,Low fat yogurt
1.04,2.3953,4.556,4.343,5.304,2.645,40.645,Low fat yogurt
1.169,3.3382,4.558,5.34,5.504,2.497,41.592,Regular yogurt
1.111,3.9276,4.421,5.703,5.348,2.41,40.686,Regular yogurt
0.963,2.6437,4.449,5.078,5.186,2.572,40.791,Low fat yogurt
0.989,1.8436,4.528,5.816,5.86,2.632,40.081,Low fat yogurt
1.149,2.2549,4.591,5.809,5.104,2.493,41.443,Low fat yogurt
1.067,2.8311,4.497,5.465,4.479,2.561,41.888,Low fat yogurt
1.098,1.3229,4.493,5.788,4.627,2.653,40.447,Low fat yogurt
1.111,1.1056,4.557,4.634,5.677,2.449,41.501,Low fat yogurt
1.158,3.1401,4.499,5.327,5.204,2.654,41.53,Low fat yogurt
1.038,2.9633,4.498,5.966,5.893,2.434,40.811,Low fat yogurt
1.094,3.8546,4.486,5.523,5.964,2.437,41.893,Regular yogurt
0.977,2.2869,4.44,5.147,5.062,2.503,40.019,Low fat yogurt
1.059,3.8854,4.439,5.525,5.091,2.683,40.453,Regular yogurt
1.081,2.3177,4.51,5.235,4.391,2.672,40.869,Low fat yogurt
1.019,1.4238,4.576,4.799,4.249,2.634,41.286,Low fat yogurt
1.065,3.0966,4.591,4.041,4.949,2.42,41.327,Low fat yogurt
1.175,2.5776,4.438,5.865,4.682,2.512,40.856,Low fat yogurt
1.009,3.2412,4.577,5.474,4.79,2.497,41.684,Low fat yogurt
1.154,3.7771,4.461,4.281,5.832,2.583,41.431,Regular yogurt
1.07,1.7436,4.572,5.774,5.759,2.488,40.957,Low fat yogurt
1.015,3.1417,4.584,5.707,4.755,2.414,40.455,Low fat yogurt
1.181,3.2586,4.444,4.975,5.955,2.515,40.145,Regular yogurt
1.122,3.6616,4.531,5.932,4.39,2.449,41.507,Regular yogurt
1.044,1.9325,4.554,5.877,4.288,2.42,40.49,Low fat yogurt
1.067,1.1749,4.574,5.038,4.262,2.691,41.515,Low fat yogurt
1.128,1.1882,4.432,4.926,5.374,2.498,41.801,Low fat yogurt
1.111,3.1443,4.436,5.713,4.736,2.516,41.491,Low fat yogurt
1.001,2.5375,4.538,5.122,4.978,2.481,40.794,Low fat yogurt
0.979,3.0192,4.438,5.714,5.481,2.586,40.862,Low fat yogurt
1.013,2.3012,4.514,4.06,5.868,2.644,40.838,Low fat yogurt
0.976,1.8702,4.491,5.401,5.622,2.622,41.152,Low fat yogurt
1.091,3.8013,4.588,4.8,4.067,2.572,41.337,Regular yogurt
0.962,3.3962,4.436,5.494,4.867,2.596,40.53,Regular yogurt
1.098,2.5978,4.537,5.604,5.848,2.609,41.941,Low fat yogurt
1.122,2.2452,4.541,4.991,5.429,2.589,41.013,Low fat yogurt
1.148,3.1174,4.541,5.214,4.654,2.524,40.755,Low fat yogurt
1.121,1.3147,4.432,5.355,4.858,2.591,40.177,Low fat yogurt
1.003,2.1072,4.556,5.506,4.081,2.435,40.411,Low fat yogurt
0.957,3.4363,4.432,4.492,5.724,2.645,40.948,Regular yogurt
1.185,2.8632,4.47,5.824,4.774,2.613,40.334,Low fat yogurt
1.156,2.8359,4.56,4.533,4.943,2.66,41.736,Low fat yogurt
0.98,3.7779,4.498,4.945,4.814,2.413,41.589,Regular yogurt
0.971,3.3819,4.402,4.906,5.499,2.559,40.054,Regular yogurt
1.131,3.7793,4.583,4.122,5.44,2.489,40.669,Regular yogurt
1.086,1.3925,4.488,5.068,5.511,2.617,41.005,Low fat yogurt
1.125,2.1457,4.474,4.08,4.01,2.401,41.392,Low fat yogurt
0.974,1.0775,4.456,4.128,4.664,2.647,40.649,Non fat yogurt
1.119,2.4548,4.533,5.418,5.613,2.42,41.211,Low fat yogurt
1.128,1.504,4.481,5.427,5.187,2.579,41.973,Low fat yogurt
1.109,1.493,4.457,4.71,5.105,2.574,40.717,Low fat yogurt
1.028,1.3315,4.502,4.623,4.208,2.635,41.992,Low fat yogurt
1.133,1.2659,4.485,4.505,5.819,2.498,41.399,Low fat yogurt
1.156,2.4671,4.417,5.868,5.237,2.563,40.724,Low fat yogurt
0.977,3.8087,4.44,4.676,5.646,2.427,40.351,Regular yogurt
0.989,3.8305,4.427,5.743,5.375,2.572,41.833,Regular yogurt
1.117,3.5277,4.557,4.036,4.237,2.426,41.568,Regular yogurt
1.047,3.4981,4.477,5.16,4.32,2.537,41.84,Regular yogurt
1.051,3.1034,4.441,5.16,5.906,2.518,40.137,Low fat yogurt
1.053,2.4383,4.591,5.51,5.355,2.406,40.472,Low fat yogurt
1.021,1.6012,4.598,5.671,5.222,2.586,41.803,Low fat yogurt
0.969,1.5526,4.46,5.961,5.406,2.697,40.832,Low fat yogurt
1.071,2.8663,4.534,5.692,5.023,2.688,41.515,Low fat yogurt
1.093,3.7644,4.563,4.407,5.34,2.655,41.714,Regular yogurt
1.153,3.6099,4.549,4.966,4.714,2.496,41.949,Regular yogurt
1.026,2.2428,4.42,5.033,5.998,2.455,40.054,Low fat yogurt
0.998,2.578,4.585,4.985,5.579,2.531,41.527,Low fat yogurt
1.068,1.4689,4.537,4.466,5.524,2.575,40.435,Low fat yogurt
1.006,3.4798,4.408,4.014,4.496,2.608,41.301,Regular yogurt
1.02,2.8597,4.426,5.659,4.894,2.542,40.718,Low fat yogurt
1.086,1.1545,4.552,5.421,5.785,2.582,40.662,Low fat yogurt
1.173,2.1917,4.415,4.25,5.168,2.531,40.771,Low fat yogurt
1.027,3.3694,4.491,5.749,4.987,2.668,41.47,Regular yogurt
1.05,2.2759,4.464,5.098,4.777,2.524,41.288,Low fat yogurt
1.117,1.3334,4.578,5.645,4.843,2.523,41.609,Low fat yogurt
0.959,2.4397,4.409,4.959,5.183,2.572,41.269,Low fat yogurt
1.02,3.8994,4.563,5.786,4.717,2.589,40.823,Regular yogurt
0.981,3.5017,4.439,5.012,4.247,2.428,40.506,Regular yogurt
0.992,2.4284,4.547,4.966,4.224,2.555,40.517,Low fat yogurt
1.167,1.4605,4.539,5.406,4.368,2.695,40.49,Low fat yogurt
1.103,3.7883,4.439,4.575,5.356,2.588,41.573,Regular yogurt
0.965,3.036,4.588,5.009,5.464,2.578,40.385,Low fat yogurt
0.982,2.1053,4.402,5.485,5.61,2.469,41.297,Low fat yogurt
1.028,1.6572,4.49,4.302,5.12,2.416,41.345,Low fat yogurt
1.064,3.4482,4.501,4.025,5.551,2.462,41.955,Regular yogurt
1.1,3.3285,4.5,5.754,5.251,2.597,40.334,Regular yogurt
0.962,3.6634,4.465,5.996,5.836,2.624,40.977,Regular yogurt
1.043,1.1676,4.594,4.597,4.51,2.555,40.92,Low fat yogurt
0.985,1.4002,4.485,4.303,4.803,2.596,41.066,Low fat yogurt
1.11,2.8308,4.424,5.523,4.897,2.666,41.37,Low fat yogurt
1.082,1.6077,4.593,5.094,5.977,2.571,40.88,Low fat yogurt
1.157,3.4208,4.469,4.812,5.508,2.53,40.219,Regular yogurt
0.991,3.0462,4.559,5.927,5.967,2.441,40.915,Low fat yogurt
1.144,1.6906,4.501,4.082,5.225,2.559,40.814,Low fat yogurt
1.126,1.3037,4.547,5.827,4.986,2.614,41.173,Low fat yogurt
1.153,1.8444,4.443,5.131,4.78,2.461,40.425,Low fat yogurt
1.01,3.0744,4.527,4.854,5.468,2.697,41.373,Low fat yogurt
1.076,1.5171,4.549,5.358,4.799,2.524,40.507,Low fat yogurt
1.044,3.9425,4.582,5.26,4.856,2.589,40.072,Regular yogurt
1.154,2.2588,4.508,5.356,4.294,2.461,41.863,Low fat yogurt
1.031,1.408,4.486,5.965,5.8,2.625,41.302,Low fat yogurt
1.122,3.7401,4.501,4.871,4.549,2.418,41.025,Regular yogurt
1.139,2.7996,4.567,5.048,4.999,2.447,41.117,Low fat yogurt
1.177,3.3212,4.448,4.504,5.03,2.405,40.371,Regular yogurt
1.053,2.4073,4.599,5.455,5.771,2.607,41.489,Low fat yogurt
1.144,2.9552,4.472,5.954,5.393,2.587,40.151,Low fat yogurt
1.041,1.2191,4.447,4.503,5.983,2.41,41.102,Low fat yogurt
1.069,3.9694,4.487,4.672,4.468,2.575,40.146,Regular yogurt
0.969,2.3411,4.466,5.849,5.005,2.692,40.226,Low fat yogurt
1.131,2.9449,4.55,5.657,5.047,2.677,41.597,Low fat yogurt
1.114,3.2876,4.543,5.48,5.849,2.519,41.311,Regular yogurt
1.115,3.0334,4.482,4.964,5.737,2.531,41.111,Low fat yogurt
1.171,3.004,4.503,4.33,5.527,2.48,41.934,Low fat yogurt
1.048,3.1632,4.525,4.033,5.053,2.59,40.83,Low fat yogurt
1.078,3.7533,4.599,5.861,5.712,2.688,40.238,Regular yogurt
1.085,3.6833,4.442,4.61,4.886,2.568,40.06,Regular yogurt
0.966,2.0032,4.426,5.78,4.128,2.667,40.891,Low fat yogurt
0.973,2.1733,4.597,5.13,4.499,2.548,41.244,Low fat yogurt
0.989,3.9679,4.433,5.888,4.22,2.668,41.129,Regular yogurt
1.161,3.2295,4.563,4.391,4.078,2.568,40.632,Low fat yogurt
1.185,1.7387,4.544,4.061,4.772,2.427,40.371,Low fat yogurt
0.974,2.7724,4.57,5.759,5.55,2.673,40.968,Low fat yogurt
1.088,3.1137,4.406,5.926,5.471,2.592,41.495,Low fat yogurt
1.153,1.3249,4.465,5.982,5.288,2.59,40.498,Low fat yogurt
1.028,1.771,4.469,5.068,4.925,2.637,40.568,Low fat yogurt
1.101,1.1853,4.458,5.764,4.172,2.473,40.313,Low fat yogurt
1.136,3.7719,4.45,4.774,5.385,2.602,41.428,Regular yogurt
1.08,3.9782,4.583,4.02,4.343,2.506,40.237,Regular yogurt
1.059,1.6292,4.59,4.197,4.272,2.682,40.623,Low fat yogurt
1.08,2.7586,4.423,4.073,4.709,2.409,40.448,Low fat yogurt
1.13,3.7034,4.481,5.656,5.603,2.668,40.792,Regular yogurt
1.041,1.8893,4.578,5.776,5.376,2.507,40.077,Low fat yogurt
1.076,1.0935,4.405,4.935,5.587,2.413,40.583,Non fat yogurt
1.002,3.2797,4.453,5.307,4.384,2.636,40.3,Regular yogurt
1.047,3.0721,4.461,4.351,4.04,2.523,40.194,Low fat yogurt
1.117,2.8698,4.461,5.959,5.103,2.48,40.106,Low fat yogurt
1.145,3.8187,4.599,4.35,4.045,2.42,40.761,Regular yogurt
0.963,3.1917,4.535,4.136,5.578,2.625,40.026,Low fat yogurt
1.145,1.6342,4.529,5.792,5.605,2.571,40.419,Low fat yogurt
1.066,2.4021,4.469,4.487,5.429,2.442,40.797,Low fat yogurt
1.101,1.4616,4.483,4.333,5.86,2.556,41.568,Low fat yogurt
1.086,2.8306,4.538,4.829,5.511,2.597,41.063,Low fat yogurt
1.141,3.0535,4.594,4.081,5.92,2.441,41.942,Low fat yogurt
0.963,2.3221,4.416,5.145,5.792,2.575,41.519,Low fat yogurt
1.103,3.3041,4.466,4.544,5.188,2.449,41.258,Regular yogurt
1.044,1.5245,4.49,5.226,4.544,2.531,41.354,Low fat yogurt
1.141,2.8434,4.478,4.885,4.308,2.538,40.639,Low fat yogurt
0.962,3.9006,4.48,5.656,4.501,2.403,41.732,Regular yogurt
1.135,2.2621,4.431,4.623,4.8,2.586,41.385,Low fat yogurt
1.111,1.5362,4.57,4.856,4.48,2.652,40.964,Low fat yogurt
1.039,1.7013,4.538,5.728,5.482,2.532,40.292,Low fat yogurt
1.167,2.991,4.501,4.824,5.711,2.445,40.34,Low fat yogurt
1.017,1.2645,4.553,4.278,5.493,2.513,40.757,Low fat yogurt
1.126,2.2824,4.578,4.938,5.347,2.437,40.094,Low fat yogurt
1.015,2.0713,4.422,4.936,5.372,2.531,41.451,Low fat yogurt
0.996,3.3684,4.405,5.164,5.43,2.417,41.018,Regular yogurt
1.151,3.828,4.467,5.085,4.581,2.614,40.74,Regular yogurt
0.964,3.5253,4.464,5.563,4.138,2.415,41.395,Regular yogurt
1.171,2.1261,4.411,4.055,5.266,2.622,41.709,Low fat yogurt
1.07,2.3315,4.415,5.425,5.383,2.476,41.411,Low fat yogurt
1.085,2.2393,4.591,4.301,5.443,2.55,41.644,Low fat yogurt
1.176,3.112,4.555,4.717,4.523,2.65,40.894,Low fat yogurt
1.125,3.3456,4.476,5.832,4.477,2.546,40.375,Regular yogurt
